signal_id,query,source,parent_seed_id,parent_query,raw_text,normalized_query,observed_at_utc,language,country,serp_features_detected,confidence,notes
SIG-0093,שווים ייעוץ זוגי,AUTOCOMPLETE,SEED-COUP-01,ייעוץ זוגי,שווים ייעוץ זוגי,שווים ייעוץ זוגי,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ש)
SIG-0094,ייעוץ זוגי תל אביב,AUTOCOMPLETE,SEED-COUP-01,ייעוץ זוגי,ייעוץ זוגי תל אביב,ייעוץ זוגי תל אביב,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0095,ייעוץ זוגי תורני,AUTOCOMPLETE,SEED-COUP-01,ייעוץ זוגי,ייעוץ זוגי תורני,ייעוץ זוגי תורני,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0096,ייעוץ זוגי לימודי תעודה,AUTOCOMPLETE,SEED-COUP-01,ייעוץ זוגי,ייעוץ זוגי לימודי תעודה,ייעוץ זוגי לימודי תעודה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0097,ייעוץ זוגי אוניברסיטת תל אביב,AUTOCOMPLETE,SEED-COUP-01,ייעוץ זוגי,ייעוץ זוגי אוניברסיטת תל אביב,ייעוץ זוגי אוניברסיטת תל אביב,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0098,לימודי ייעוץ זוגי אוניברסיטת תל אביב,AUTOCOMPLETE,SEED-COUP-01,ייעוץ זוגי,לימודי ייעוץ זוגי אוניברסיטת תל אביב,לימודי ייעוץ זוגי אוניברסיטת תל אביב,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ת)
SIG-0099,יועצת זוגית אשדוד,AUTOCOMPLETE,SEED-COUP-03,יועצת זוגית אשדוד,יועצת זוגית אשדוד,יועצת זוגית אשדוד,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0100,תקשורת זוגית,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,תקשורת זוגית,תקשורת זוגית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0101,תקשורת זוגית מקרבת,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,תקשורת זוגית מקרבת,תקשורת זוגית מקרבת,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0102,תקשורת זוגית ספר,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,תקשורת זוגית ספר,תקשורת זוגית ספר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0103,תקשורת זוגית ד ר פאול קולמן,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,תקשורת זוגית ד ר פאול קולמן,תקשורת זוגית ד ר פאול קולמן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0104,סדנת תקשורת זוגית,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,סדנת תקשורת זוגית,סדנת תקשורת זוגית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0105,קורס תקשורת זוגית,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,קורס תקשורת זוגית,קורס תקשורת זוגית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0106,שיפור תקשורת זוגית,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,שיפור תקשורת זוגית,שיפור תקשורת זוגית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0107,משחקי תקשורת זוגית,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,משחקי תקשורת זוגית,משחקי תקשורת זוגית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0108,תקשורת בין זוגית,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,תקשורת בין זוגית,תקשורת בין זוגית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0109,תרגילים לשיפור תקשורת זוגית,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,תרגילים לשיפור תקשורת זוגית,תרגילים לשיפור תקשורת זוגית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0110,סדנה זוגית תקשורת מקרבת,AUTOCOMPLETE,SEED-COUP-04,תקשורת זוגית,סדנה זוגית תקשורת מקרבת,סדנה זוגית תקשורת מקרבת,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0111,ריבים בזוגיות,AUTOCOMPLETE,SEED-COUP-05,ריבים בזוגיות,ריבים בזוגיות,ריבים בזוגיות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0112,ריבים בזוגיות אחרי לידה,AUTOCOMPLETE,SEED-COUP-05,ריבים בזוגיות,ריבים בזוגיות אחרי לידה,ריבים בזוגיות אחרי לידה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0113,ריבים קשים בזוגיות,AUTOCOMPLETE,SEED-COUP-05,ריבים בזוגיות,ריבים קשים בזוגיות,ריבים קשים בזוגיות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0114,הרבה ריבים בזוגיות,AUTOCOMPLETE,SEED-COUP-05,ריבים בזוגיות,הרבה ריבים בזוגיות,הרבה ריבים בזוגיות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0115,הרבה ריבים בזוגיות אפשר לתקן סטיפס,AUTOCOMPLETE,SEED-COUP-05,ריבים בזוגיות,הרבה ריבים בזוגיות אפשר לתקן סטיפס,הרבה ריבים בזוגיות אפשר לתקן סטיפס,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0116,ריבים בלתי פוסקים בזוגיות,AUTOCOMPLETE,SEED-COUP-05,ריבים בזוגיות,ריבים בלתי פוסקים בזוגיות,ריבים בלתי פוסקים בזוגיות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0117,איך להתגבר על ריבים בזוגיות,AUTOCOMPLETE,SEED-COUP-05,ריבים בזוגיות,איך להתגבר על ריבים בזוגיות,איך להתגבר על ריבים בזוגיות,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (PREFIX_איך)
SIG-0118,פגישה ראשונה,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה,פגישה ראשונה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0119,פגישה ראשונה אילנה אביטל,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה אילנה אביטל,פגישה ראשונה אילנה אביטל,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0120,פגישה ראשונה אלי עמיר,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה אלי עמיר,פגישה ראשונה אלי עמיר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0121,פגישה ראשונה עם גדולי האמנים בעולם,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם גדולי האמנים בעולם,פגישה ראשונה עם גדולי האמנים בעולם,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0122,פגישה ראשונה פרוג,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה פרוג,פגישה ראשונה פרוג,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0123,פגישה ראשונה שיר,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה שיר,פגישה ראשונה שיר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0124,פגישה ראשונה עם ההורים שלה,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם ההורים שלה,פגישה ראשונה עם ההורים שלה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0125,פגישה ראשונה עם בחורה,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם בחורה,פגישה ראשונה עם בחורה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0126,פגישה ראשונה חרדים,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה חרדים,פגישה ראשונה חרדים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0127,פגישה ראשונה שידוכים,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה שידוכים,פגישה ראשונה שידוכים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0128,פגישה ראשונה אקורדים,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה אקורדים,פגישה ראשונה אקורדים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0129,פגישה ראשונה אצל פסיכיאטר,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה אצל פסיכיאטר,פגישה ראשונה אצל פסיכיאטר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0130,פגישה ראשונה אוגדן,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה אוגדן,פגישה ראשונה אוגדן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0131,פגישה ראשונה אצל פסיכולוג,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה אצל פסיכולוג,פגישה ראשונה אצל פסיכולוג,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0132,פגישה אנליטית ראשונה,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה אנליטית ראשונה,פגישה אנליטית ראשונה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0133,אוגדן פגישה אנליטית ראשונה,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,אוגדן פגישה אנליטית ראשונה,אוגדן פגישה אנליטית ראשונה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0134,פגישה ראשונה בשידוכים,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה בשידוכים,פגישה ראשונה בשידוכים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0135,פגישה ראשונה בטיפת חלב,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה בטיפת חלב,פגישה ראשונה בטיפת חלב,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0136,פגישה ראשונה בטיפול,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה בטיפול,פגישה ראשונה בטיפול,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0137,פגישה ראשונה בלשכת התעסוקה,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה בלשכת התעסוקה,פגישה ראשונה בלשכת התעסוקה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0138,פגישה ראשונה עם בחור,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם בחור,פגישה ראשונה עם בחור,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0139,פגישה ראשונה ילדים פרק ב,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה ילדים פרק ב,פגישה ראשונה ילדים פרק ב,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0140,פגישה ראשונה כנקודת ציון קריטית ביחסי מטפל מטופל,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה כנקודת ציון קריטית ביחסי מטפל מטופל,פגישה ראשונה כנקודת ציון קריטית ביחסי מטפל מטופל,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0141,פגישה ראשונה עם ההורים שלו,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם ההורים שלו,פגישה ראשונה עם ההורים שלו,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ה)
SIG-0142,פגישה ראשונה מילים,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה מילים,פגישה ראשונה מילים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0143,פגישה ראשונה עם מטופל,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם מטופל,פגישה ראשונה עם מטופל,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_מ)
SIG-0144,פגישה ראשונה עם פסיכולוג,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם פסיכולוג,פגישה ראשונה עם פסיכולוג,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0145,פגישה ראשונה עם קבן,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם קבן,פגישה ראשונה עם קבן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0146,פגישה ראשונה עם פסיכיאטר,AUTOCOMPLETE,SEED-DATE-01,פגישה ראשונה,פגישה ראשונה עם פסיכיאטר,פגישה ראשונה עם פסיכיאטר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ע)
SIG-0147,לא להראות התלהבות בתחילת קשר,AUTOCOMPLETE,SEED-DATE-02,לא להראות התלהבות בתחילת קשר,לא להראות התלהבות בתחילת קשר,לא להראות התלהבות בתחילת קשר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0148,תחילת קשר זוגי,AUTOCOMPLETE,SEED-DATE-03,תחילת קשר,תחילת קשר זוגי,תחילת קשר זוגי,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0149,תחילת קשר,AUTOCOMPLETE,SEED-DATE-03,תחילת קשר,תחילת קשר,תחילת קשר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0150,טעויות של תחילת קשר,AUTOCOMPLETE,SEED-DATE-03,תחילת קשר,טעויות של תחילת קשר,טעויות של תחילת קשר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0151,הדרכת הורים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים,הדרכת הורים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0152,הדרכת הורים כללית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים כללית,הדרכת הורים כללית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0153,הדרכת הורים מכבי,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מכבי,הדרכת הורים מכבי,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0154,הדרכת הורים אדלר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אדלר,הדרכת הורים אדלר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0155,הדרכת הורים לימודים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לימודים,הדרכת הורים לימודים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0156,הדרכת הורים לילדים על הרצף,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים לילדים על הרצף,הדרכת הורים לילדים על הרצף,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0157,הדרכת הורים באשקלון,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים באשקלון,הדרכת הורים באשקלון,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0158,הדרכת הורים כללית מושלם,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים כללית מושלם,הדרכת הורים כללית מושלם,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0159,הדרכת הורים באר שבע,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים באר שבע,הדרכת הורים באר שבע,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0160,הדרכת הורים בגישה ההיקשרותית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים בגישה ההיקשרותית,הדרכת הורים בגישה ההיקשרותית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (BASE)
SIG-0161,הדרכת הורים מכבי דרושים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים מכבי דרושים,הדרכת הורים מכבי דרושים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (TRAILING_SPACE)
SIG-0162,איך אומרים הדרכת הורים באנגלית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,איך אומרים הדרכת הורים באנגלית,איך אומרים הדרכת הורים באנגלית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (PREFIX_איך)
SIG-0163,איך לומדים הדרכת הורים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,איך לומדים הדרכת הורים,איך לומדים הדרכת הורים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (PREFIX_איך)
SIG-0164,איך אומרים הדרכת הורים ברוסית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,איך אומרים הדרכת הורים ברוסית,איך אומרים הדרכת הורים ברוסית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (PREFIX_איך)
SIG-0165,כמה עולה הדרכת הורים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,כמה עולה הדרכת הורים,כמה עולה הדרכת הורים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (PREFIX_כמה עולה)
SIG-0166,כמה עולה קורס הדרכת הורים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,כמה עולה קורס הדרכת הורים,כמה עולה קורס הדרכת הורים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (PREFIX_כמה עולה)
SIG-0167,כמה עולה מפגש הדרכת הורים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,כמה עולה מפגש הדרכת הורים,כמה עולה מפגש הדרכת הורים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (PREFIX_כמה עולה)
SIG-0168,כמה עולה שעת הדרכת הורים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,כמה עולה שעת הדרכת הורים,כמה עולה שעת הדרכת הורים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (PREFIX_כמה עולה)
SIG-0169,הדרכת הורים אשקלון,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אשקלון,הדרכת הורים אשקלון,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0170,הדרכת הורים אדלר לימודים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אדלר לימודים,הדרכת הורים אדלר לימודים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0171,הדרכת הורים אוטיזם,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אוטיזם,הדרכת הורים אוטיזם,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0172,הדרכת הורים אייכה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אייכה,הדרכת הורים אייכה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0173,הדרכת הורים אוטיזם בתפקוד גבוה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אוטיזם בתפקוד גבוה,הדרכת הורים אוטיזם בתפקוד גבוה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0174,הדרכת הורים אוניברסיטת חיפה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אוניברסיטת חיפה,הדרכת הורים אוניברסיטת חיפה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0175,הדרכת הורים אונליין,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אונליין,הדרכת הורים אונליין,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0176,הדרכת הורים אדלר למטפלים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אדלר למטפלים,הדרכת הורים אדלר למטפלים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0177,הדרכת הורים אורנים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים אורנים,הדרכת הורים אורנים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_א)
SIG-0178,הדרכת הורים בדרום,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים בדרום,הדרכת הורים בדרום,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0179,הדרכת הורים בר אילן,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים בר אילן,הדרכת הורים בר אילן,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0180,הדרכת הורים באנגלית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים באנגלית,הדרכת הורים באנגלית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0181,הדרכת הורים בגישה היקשרותית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים בגישה היקשרותית,הדרכת הורים בגישה היקשרותית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0182,הדרכת הורים בשיטת אייכה,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים בשיטת אייכה,הדרכת הורים בשיטת אייכה,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0183,הדרכת הורים בגישת שפר,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים בגישת שפר,הדרכת הורים בגישת שפר,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0184,הדרכת הורים בזום,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים בזום,הדרכת הורים בזום,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ב)
SIG-0185,הדרכת הורים דרושים,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דרושים,הדרכת הורים דרושים,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0186,הדרכת הורים דרך כללית,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דרך כללית,הדרכת הורים דרך כללית,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
SIG-0187,הדרכת הורים דרך מכבי,AUTOCOMPLETE,SEED-PAR-01,הדרכת הורים,הדרכת הורים דרך מכבי,הדרכת הורים דרך מכבי,2026-09-18T14:20:00Z,he,il,AUTOCOMPLETE,HIGH,Observed via Google Autocomplete (SUFFIX_ד)
